City Name
Sargodha? District Sargodha
"Kalorkot, District Bhakkar"
"Marin, District Faisalabad"
City? District Faisalabad
Dunyapur? District Lodhran
"Chishtian, District Bahawalnagar"
"Chehla Bandi, Muzaffarabad"
"Paplan, District Mianwali"
Silwanali? District Sargodha
Rahim Yar Khan
Dera Ismail Khan
"Samundari, District Faisalabad"
Jhang District Jhang
"Yazman, District Bahawalpur"
"Jhang, District Jhang"
Rahim Yar Khan
"Mohalla Akhappora, Multan"
"Yazman, District Bahawalpur"
Tehsil/ District Jhang
745?Satellite Town?Block A?Jhang
"Satellite Town, Rawalpindi"
Silwanali? District Sargodha
Rahim Yar Khan
"Mohalla Ashiqabad, Peshawar"
"Yazman, District Bahawalpur"
Rahim Yar Khan
"Kalorkot, District Bhakkar"
Mohalla Amanabad? Jhang
Duniyapur? District Lodhran
Dunyapur? District Lodhran
"Bala, Tehsil/District Swabi"
"Qazi, Tehsil/District Abbottabad"
"Jhang, District Jhang"
"Jhang, District Jhang"
"262JB, Tehsil/Dist. Jhang"
Pakka? District Lodhran
"Mirzaman Shah, Peshawar"
"Samundari, District Faisalabad"
"Watani, District Sahiwal"
Durgai? District Malakand
"Khaira, Tehsil/Zala Jhang"
"Klarkot, District Bhakkar"
"Dipalpur, District Okara"
"Jhang, District Jhang"
Tamiwali? District Bahawalpur
"Kapru, District Sanghar"
Sarjani Town?Karachi West
"Jhang, District Jhang"
Rahim Yar Khan
"Jhang, District Jhang"
Hunza? District Hunza
"Silanwali, District Sargodha"
"Klarkot, District Bhakkar"
"Jhamra, District Faisalabad"
"Paplan, District Mianwali"
"262JB, Tehsil/Dist. Jhang"
Tehsil/ District Jhang
Challa?Tehsil Patuki?District Kasur
"Arifwala, District Pakpattan"
"Paplan, District Mianwali"
Rahim Yar Khan
Arifwala? District Pakpattan
"Shahnaal, Tehsil/District Lodhran"
Tehsil/ District Jhang
Chunian? District Kasur
Rahim Yar Khan
Miren? Tehsil Jampur
"Kalorkot, District Bhakkar"
Rahim Yar Khan
"Mahalla Chennai, Mansehra"
safdarabad district Sheikhupura
District Lower Dir
Dera Ghazi Khan
"Palindri, District Sidhnuti"
Railway Cross?Rishkai?Tehsil/Dist. Nowshera
"Harunabad, District Bahawalnagar"
"Paplan, District Mianwali"
"Qasimabad, District Hyderabad"
"Kanri, District Umarkot"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Tutwala, Tehsil/District Sahiwal"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Deepalpur, District Okara"
"Deepalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Karamat Colony, Lahore"
Dera Ghazi Khan
"Tutwala, Tehsil/District Sahiwal"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"6, Karachi Central"
Mankera Distt Bhakkar
"Nawali, Tehsil/District Muzaffargarh"
"Paplan, District Mianwali"
Mohalla Allahabad?Jund?District Attock
Rahim Yar Khan
"Bakhsh Ward, Gwadar"
"Bhowana, Chiniot District"
Jaranwala? District Faisalabad
"Ward 310, Umarkot"
"Arifwala, District Pakpattan"
"Bilal Colony, Muzaffargarh"
"Aisan, District Leh"
Rahim Yar Khan
"Ghode Shah, Lahore"
"Dagar, Tehsil/District Bhakkar"
Shujaabad? District Multan
floor Karachi Janubi
"Golimar, Karachi West"
"Sahiwal, District Sahiwal"
"Pakka, District Lodhran"
Rahim Yar Khan
"270JB, Tehsil/Dist. Jhang"
Sargodha? District Sargodha
"City, District Faisalabad"
"Jhang, District Jhang"
Tehsil/ District Multan
Pakpattan? District Pakpattan
"Jhang, District Jhang"
Jhang District Jhang
"Jhang, District Jhang"
"Jhang, District Jhang"
"Bajaur, District Bajaur"
"Muzaffargarh, District Muzaffargarh"
Rahim Yar Khan
"Bhara Kahu, Islamabad"
"Hunza, District Hunza"
"Kakiyanwala, Tehsil/District Gujrat"
""
Rahim Yar Khan
"Arifwala, District Pakpattan"
Cantt. District Lahore
"Khan, District Rawalpindi"
Dunyapur? District Lodhran
"Piplan, District Mianwali"
"Jhang, District Jhang"
"Mohalla Islampura, Sargodha"
"Mohammadia Colony, Sargodha"
"Sargodha, District Sargodha"
"Adda Road, Sargodha"
"Maqam Hayat, Sargodha"
"Dunyapur, District Lodhran"
"Dunyapur, District Lodhran"
District Shaheed Benazirabad
"Paplan, District Mianwali"
"Paplan, District Mianwali"
"Yazman, District Bahawalpur"
"Klarkot, District Bhakkar"
"Dipalpur, District Okara"
"Khan, District Bhakkar"
Rahim Yar Khan
"Parwala, District Multan"
"Klarkot, District Bhakkar"
Jhang District Jhang
"Jaber Nagar, Jhang"
"Jhang, District Jhang"
"Klarkot, District Bhakkar"
Jhang District Jhang
Rahim Yar Khan
"Piplan, District Mianwali"
"Tariqabad Shahdara, Lahore"
"Jhang, District Jhang"
Jhang? District Jhang
"Iqbal Nagar, Jhang"
"Jhang, District Jhang"
"Razar, District Swabi"
Rahim Yar Khan
"Piplan, District Mianwali"
Bara Gate? Peshawar
/ District Jhang
"Takhtbhai, District Mardan"
Rahim Yar Khan
"Shujaabad, District Multan"
"262JB, Tehsil/Dist. Jhang"
"Paplan, District Mianwali"
Khana Bagh?Chak Ghamnana?Tehsil/Dist.Jhang
Jhang? District Jhang
"Jhang, Punjab, Pakistan"
"Paplan, District Mianwali"
"Borivala, District Vihari"
"Piplan, District Mianwali"
Toba Tek Singh
Pabi? District Nowshera
Rahim Yar Khan
"Sarandi, District Faisalabad"
Rahim Yar Khan
Rahim Yar Khan
"Kot, District Bhakkar"
"Khan, District Bhakkar"
"Arifwala, District Pakpattan"
"Jhang, District Jhang"
"Piplan, District Mianwali"
"Mankira, District Bhakkar"
Khanewal District Khanewal
"Muzaffargarh, Punjab, Pakistan"
"Muzaffargarh, District Muzaffargarh"
"Kalorkot, District Bhakkar"
"Paplan, District Mianwali"
"Jhang, District Jhang"
Rahim Yar Khan
"Paplan, District Mianwali"
Dunyapur? District Lodhran
"Kalorkot, District Bhakkar"
Rahim Yar Khan
"Jhang, District Jhang"
"Piplan, District Mianwali"
District Khyber Agency
"Jhang, District Jhang"
"Klarkot, District Bhakkar"
"Paplan, District Mianwali"
"Company PAF, Rawalpindi"
"Khela, District Swat"
"Farash, Tehsil/District Islamabad"
"Sial, District Jhang"
"Kanri, District Mirpurkhas"
Dhok Fateh? Attock
Rahim Yar Khan
"Hadi Town, Sialkot"
"No. 24, Muzaffarabad"
"Airport, Karachi East"
"Sahansa, District Kotli"
Lalai?Chaparial?Tehsil Matta?Swat District
"Jhang, District Jhang"
Jhang? District Jhang
"Paplan, District Mianwali"
Rahim Yar Khan
District Karachi Korangi
"Chishtian, District Bahawalnagar"
"Kanri, District Umarkot"
"Johi, District Dadu"
Rahim Yar Khan
"Klarkot, District Bhakkar"
"Jhamra, District Faisalabad"
Rahim Yar Khan
Basti Shahniwala? Jhang
"Duniapur, District Lodhran"
"Kalarkot, District Bhakkar"
Chishtian? District Bahawalnagar
"Jhang, District Jhang"
"Rana Colony, Jhang"
"Gulshan Colony, Mardan"
"Marine, District Faisalabad"
"Kalarkot, District Bhakkar"
Rahim Yar Khan
"Hazari, District Jhang"
"Piplan, District Mianwali"
Dera Ghazi Khan
Cantt. District Lahore.
"Kamonki, District Gujranwala"
"Kamonki, District Gujranwala"
"Sarandi, District Faisalabad"
"Klarkot, District Bhakkar"
Jhang District Jhang
"Yazman, District Bahawalpur"
"Charbagh, District Swat"
"Yazman, District Bahawalpur"
Arifwala? District Pakpattan
"Jhang, District Jhang"
Area?Block 16?Karachi Central
Rahim Yar Khan
Toba Tek Singh
"Jhang, District Jhang"
"Jhang, District Jhang"
"3, Karachi East"
"Sargodha, District Sargodha"
"Dunyapur, District Lodhran"
Manghopir? Karachi West
"Dunyapur, District Lodhran"
"Samandri, District Faisalabad"
District Karachi Korangi
"Dunyapur, District Lodhran"
"Jardanwala, District Faisalabad"
"Siddhayo, Tehsil/District Shikarpur"
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
192 Gb Ojala?
Chiniot District Chiniot
"Piplan, District Mianwali"
"Mohammad Khan, Kasur"
"Sheikhupura, District Sheikhupura"
"Silanwali, District Sargodha"
"Jaranwala, District Faisalabad"
"Paplan, District Mianwali"
"Warkan, District Gujranwala"
Salamat Pura Gujranwala
"Jhang, District Jhang"
"Addo, District Muzaffargarh"
"Piplan, District Mianwali"
District Mandi Bahauddin
"Bago, District Badin"
"Paplan, District Mianwali"
"Silanwali, District Sargodha"
Sahiwal? District Sargodha
"Mohalla Faridabad, Rajanpur"
Tehsil/ District Rawalpindi
Rahim Yar Khan
no 23 Muzaffarabad
"Arifwala, District Pakpattan"
Zafar Colony?Block B?Sargodha
"Block A, Gujranwala"
"Paplan, District Mianwali"
"Punjab , Pakistan"
"Klarkot, District Bhakkar"
Tehsil/District Kot Addu
"Paplan, District Mianwali"
"Paplan, District Mianwali"
"Iqbal Town, Lahore"
"Sadar, District Multan"
"Arifwala, District Pakpattan"
"Pakpattan, District Pakpattan"
"Kalorkot, District Bhakkar"
"Warkan, District Gujranwala"
Rahim Yar Khan
"Sadar, District Multan"
"Jalil Town, Gujranwala"
Jalil Town? Gujranwala
"Jhang, District Jhang"
"Jhang, District Jhang"
"Klarkot, District Bhakkar"
"Sarandi, District Faisalabad"
Rahim Yar Khan
"Jhang, District Jhang"
Rahim Yar Khan
"Piplan, District Mianwali"
o zila Faisalabad
"Sarandi, District Faisalabad"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Mahalla Yusufabad, Jhang"
"Jhang, District Jhang"
Kharian? District Gujrat
"Jhang, District Jhang"
"Jhang, District Jhang"
Tehsil/ District Jhang
"Paplan, District Mianwali"
"Klarkot, District Bhakkar"
"Paplan, District Mianwali"
Tehsil/ District Jhang
"Jhang, District Jhang"
"Jhang, District Jhang"
Jhang? District Jhang
Rahim Yar Khan
"Jhang, District Jhang"
"Sargodha, District Sargodha"
Rahim Yar Khan
"Block U, Wahari"
Rahim Yar Khan
Gujranwala? District Gujranwala
"Sector F-11-3, Islamabad"
"Safreh, 944, Bahrain"
/ District Jhang
"Son 32, Islamabad"
Mahalla Hafizabad? Bhakar
Rahim Yar Khan
"Charbagh, District Swat"
Dera Ghazi Khan
"Shorkot, District Jhang"
Dagar? District Bonir
Toba Tek Singh
"Marin, District Faisalabad"
Gojal Hunza?District Hunza
"Jhang, District Jhang"
"Arifwala, District Pakpattan"
District North Waziristan
"Arifwala, District Pakpattan"
"Dunyapur, District Lodhran"
/ District Khanewal
Rahim Yar Khan
"Jhang, District Jhang"
"Jhang, District Jhang"
"City, District Faisalabad"
"City, District Faisalabad"
"Khurd, District Okara"
"Kalorkot, District Bhakkar"
Training College?Karachi Central
"Sarandi, District Faisalabad"
"Klarkot, District Bhakkar"
Rahim Yar Khan
"Rohri, District Sukkur"
"Bhandran, Tehsil/District Narowal"
"257JB, Tehsil/Dist. Jhang"
"East, District Bahawalpur"
Sanda Road Lahore
"Office Khas, Pakpattan"
Rahim Yar Khan
"Road, Karachi East"
"Rehmanpura Ichhra, Lahore"
"Kalorkot, District Bhakkar"
"Paplan, District Mianwali"
"Chobara, District Layyah"
"Jhang, District Jhang"
"Bhakkar, District Bhakkar"
Babuzai? District Swat
"Khanewal, District Khanewal"
"Paplan, District Mianwali"
"Yazman, District Bahawalpur"
"Klarkot, District Bhakkar"
Rahim Yar Khan
"Faisal Colony, Multan"
Rahim Yar Khan
"Jhang, District Jhang"
"Kalorkot, District Bhakkar"
"Razar, District Swabi"
"Jhang, District Jhang"
"Klarkot, District Bhakkar"
"Jhang, District Jhang"
"Abbaspur, District Poonch"
"Jhang, District Jhang"
"Jhang, District Jhang"
"to be, Men"
Renala Khurd?District Okara
"Dipalpur, District Okara"
Dera Ghazi Khan
"Market, Karachi South"
Sargodha? District Sargodha
District Karachi Malir
"Dunyapur, District Lodhran"
Road?Sector A?Karachi East
"Okara, District Okara"
House number 253?
"Line, Karachi South"
"Jhang, District Jhang"
"Chobara, District Leh"
Punoaqal? District Sukkur
Tehsil/ District Kotli
Toba Tek Singh
"Ghoriwala, Tehsil/District Bannu"
"Jhang, District Jhang"
"Dunyapur, District Lodhran"
"Watani, District Sahiwal"
Chinnu? District Khanewal
Muridke? District Sheikhupura
"Muridke, District Sheikhupora"
"Okara, District Okara"
"Jhang, District Jhang"
"Sarandi, District Faisalabad"
"Dunyapur, District Lodhran"
Dunyapur? District Lodhran
Addu? District Muzaffargarh
"Klarkot, District Bhakkar"
Wazirabad? District Gujranwala
"Tehsil, Islamabad District"
"Tandlianwala, District Faisalabad"
Chobara? District Layyah
Lalian?Vunoka?Tehsil Lalian?District Chiniot
"Lalian, District Chiniot"
Dera Ghazi Khan
"Sarandi, District Faisalabad"
Rahim Yar Khan
"Bhatian, District Hafizabad"
Safdarabad? District Sheikhupura
"Piplan, District Mianwali"
"Jhang, District Jhang"
"Muzaffargarh, District Muzaffargarh"
"Jhang, District Jhang"
"Paplan, District Mianwali"
"Kalorkot, District Bhakkar"
Bhawana District Chiniot
Bhera? District Sargodha
Rahim Yar Khan
"Jhang, District Jhang"
Tehsil/ District Kasur
"Duniapur, District Lodhran"
Rahim Yar Khan
"Dunyapur, District Lodhran"
"City, District Faisalabad"
"Kalarkot, District Bhakkar"
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Rahim Yar Khan
Dunyapur? District Lodhran
"Paplan, District Mianwali"
"Pakka, District Lodhran"
Rahim Yar Khan
"JB, Tehsil/Dist. Jhang"
"Karkhana Bhaiyawala, Okara"
Mathilo? District Ghotki
"Khaniwal, District Khaniwal"
"Sadar, District Faisalabad"
"Duniapur, District Lodhran"
"Kapru, District Sanghar"
Dera Ghazi Khan
Near Khadija View?Bahawalpur
"Bhatian, District Hafizabad"
Shujaabad? District Multan
"Kalorkot, District Bhakkar"
"Paplan, District Mianwali"
Rahim Yar Khan
"Paplan, District Mianwali"
Rahim Yar Khan
"Bahrain, District Swat"
"Cantt, Tehsil/District Attock"
"Gagra, District Buner"
Sheikhupura? District Sheikhupura
"9, Karachi East"
"Pattoki, District Kasur"
"Khurd, District Okara"
District Kot Addu
"Paplan, District Mianwali"
Toba Tek Singh
"Safdarabad, District Sheikhupora"
"Bhatian, District Hafizabad"
Sandela Tehsil/District Muzaffargarh
"Khurd, District Okara"
"Hyderabad Town, Sargodha"
"Sarandi, District Faisalabad"
"Muridke, District Sheikhupura"
"Ward 05, Muzaffarabad"
"Dargai, District Malakand"
"Jardanwala, District Faisalabad"
"Silwanali, District Sargodha"
"Alamgir, District Gujarat"
District Mandi Bahauddin
"Sadar, District Faisalabad"
"Paplan, District Mianwali"
"Mohalla Qasimabad, Umarkot"
Shujaabad? District Multan
"Gojra Road, Jhang"
"Ali, District Sanghar"
Jaranwala? District Faisalabad
"Silanwali, District Sargodha"
"Shujaabad, District Multan"
District Mandi Bahauddin
"Paplan, District Mianwali"
Patuki? District Kasur
"DHA-1, Karachi South"
Tehsil/ District Sargodha
"Dunyapur, District Lodhran"
"Sector N-1, Peshawar"
Mirpur Sakro?District Thatta
Tehsil/ District Rawalpindi
Dera Ismail Khan
Toba Tek Singh
"Jhamra, District Faisalabad"
"464JB, Tehsil/Dist. Jhang"
"Chunian, District Kasur"
"Jhang, District Jhang"
"20, Karachi East"
"Lodhran, District Lodhran"
Chunian? District Kasur
Rahim Yar Khan
"Daska, District Sialkot"
"Bashir Colony, Sargodha"
"Mohalla Ali, Chiniot"
"Lalian, District Chiniot"
"Dunyapur, District Lodhran"
"Gujrat, District Gujrat"
Bhatian? District Hafizabad
"Jardanwala, District Faisalabad"
Gujranwala? District Gujranwala
Ado? District Muzaffargarh
Addo? District Muzaffargarh
"Chinnu, District Khanewal"
"No. 1, Kashmore"
District Nankana Sahib
"Yeh, Tehsil/District Okara"
Dera Ghazi Khan
Duniapur? District Lodhran
Dipalpur? District Okara
Tehsil/ District Rawalpindi
"Paplan, District Mianwali"
"Sadar, District Faisalabad"
"270JB, Tehsil/Dist. Jhang"
"Paplan, District Mianwali"
Rahim Yar Khan
District Mandi Bahauddin
"Shabqadar, District Charsadda"
"3, Tehsil/Zhob District"
"Bhara Kho, Islamabad"
Sial? District Jhang
Tehsil/ District Kirk
Tehsil/District Lakki Marwat
"Butkhela, District Malakand"
"Latifabad, District Hyderabad"
"Khan, District Rawalpindi"
27-C?Mohalla Unit No.5?Latifabad?Dist.Hyderabad
"Jhang, District Jhang"
"Paplan, District Mianwali"
"Mankira, District Bhakkar"
"Razar, Zila Swabi"
Tehsil/ District Jhang
"JB, Tehsil/Dist. Jhang"
Duniapur? District Lodhran
Ganj Mughalpura Lahore
"Bhakkar, District Bhakkar"
"Jhang, District Jhang"
Rahim Yar Khan
"Piplan, District Mianwali"
"Mianwali, Punjab, Pakistan"
"Kalorkot, District Bhakkar"
Rahim Yar Khan
Khomar Damot? Gilgit
"Dunyapur, District Lodhran"
"Gali, Tehsil/District Mardan"
"Jhang, District Jhang"
"Yazman, District Bahawalpur"
"Pasrur, District Sialkot"
"Piplan, District Mianwali"
Jehanian? District Khanewal
"Klarkot, District Bhakkar"
"Sector G-14/4, Islamabad"
Dunyapur? District Lodhran
"Quaidabad, District Khushab"
Sattian District Murree
Rahim Yar Khan
District Jam Shoro
"Chinnu, District Khanewal"
"Jhang, District Jhang"
"Paplan, District Mianwali"
"Samundari, District Faisalabad."
"Samundari, District Faisalabad"
Jhang District Jhang
"Kalorkot, District Bhakkar"
Jhang? District Jhang
Jhang District Jhang
Rahim Yar Khan
"Klarkot, District Bhakkar"
"Dunyapur, District Lodhran"
Rahim Yar Khan
"1, Karachi East"
"Jhang, District Jhang"
"Bahawalnagar, District Bahawalnagar"
Muzaffargarh? District Muzaffargarh
"Piplan, District Mianwali"
Rahim Yar Khan
Rahim Yar Khan
Sargodha? District Sargodha
Town?Sector 11-2/1?Karachi West
District Karachi Malir
Jaranwala District Faisalabad
"Sahiwal, District Sahiwal"
"Sanjhoro, District Sanghar"
"Kalorkot, District Bhakkar"
Sargodha? District Sargodha
Cantt. District Lahore
Khanewal? District Khanewal
Rahim Yar Khan
Sargodha? District Sargodha
District Musa Khel
Bala?Tehsil Okara?District Okara
"Jhang, District Jhang"
"Muzaffargarh, District Muzaffargarh"
"Khel, District Mianwali"
"Jhang, District Jhang"
Okara? District Okara
"Piplan, District Mianwali"
"Piplan, District Mianwali"
"Abbas, District Bahawalnagar"
"Kalurkot, District Bhakkar"
Rahim Yar Khan
Tehsil/ District Charsadda
"Sadar, District Faisalabad"
"Sadar, District Faisalabad"
Toba Tek Singh
"Jhelum, Punjab, Pakistan"
"Khurd, District Okara"
Mekan?Tehsil Sargodha?District Sargodha
"Sheikhupura, Punjab, Pakistan"
District Karachi Korangi
"Jhang, District Jhang"
"Sector E-11, Islamabad"
"Sargodha, District Sargodha"
"Yazman, District Bahawalpur"
"Furniture Market, Gujarat"
District?Tehsil Shujaabad?District Multan
Kot Lakhpat? Lahore
"Piplan, District Mianwali"
"Jhang, District Jhang"
Tehsil/ District Jhang
"Jhang, District Jhang"
Jhang? District Jhang
"Paplan, District Mianwali"
Rahim Yar Khan
"Jhang, District Jhang"
"Piplan, District Mianwali"
"Piplan, District Mianwali"
"Piplan, District Mianwali"
"Jhang, District Jhang"
"Piplan, District Mianwali"
"Klarkot, District Bhakkar"
Rahim Yar Khan
/ District Jhang
"Paplan, District Mianwali"
"Syedan, District Rawalpindi"
"Jhang, District Jhang"
Rahim Yar Khan
Jhang District Jhang
Jhang? District Jhang
"Arifwala, District Pakpattan"
Rahim Yar Khan
"Sarandi, District Faisalabad"
"Klarkot, District Bhakkar"
"Paplan, District Mianwali"
Tehsil/ District Jhang
"Kalorkot, District Bhakkar"
"Sargodha, District Sargodha"
Sadar? District Faisalabad
"Paplan, District Mianwali"
"Jhang, District Jhang"
"Paplan, District Mianwali"
"Pasrur, District Sialkot"
"Piplan, District Mianwali"
"SALANWALI, DISTRICT SARGODHA"
"Bag Wala Atawa,Gujranwala"
Rahim Yar Khan
"Khanewal, District Khanewal"
Tehsil/ District Jhang
"Mankira, District Bhakkar"
"Dipalpur, District Okara"
Dunyapur? District Lodhran
"Jaranwala, District Faisalabad"
"Sargodha, District Sargodha"
"Kalorkot, District Bhakkar"
"Piplan, District Mianwali"
"Mahalla Israrabad, Jhang"
"Sector G-13/1, Islamabad"
"Brikot, District Swat"
"Sector C, Rawalpindi"
"Rajanpur, District Rajanpur"
"Sarandi, District Faisalabad"
"Kalorkot, District Bhakkar"
"Cantt, District Lahore"
"Quarters, Karachi South"
"Paplan, District Mianwali"
"Jhang, District Jhang"
Rahim Yar Khan
"Marin, District Faisalabad"
O District Sargodha
Colony Jhawara? Rawalpindi
"Islamabad, District Islamabad"
"Jahanian, District Khaniwal"
O District Jhang
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
Dunyapur District Lodhran
Dera Ghazi Khan
Mahmudabad 5?Karachi South
"Klarkot, District Bhakkar"
"Silanwali, District Sargodha"
Jhang? District Jhang
Jhang? District Jhang
"Jhang, District Jhang"
"Gulberg 3, Lahore"
"Khan, Tehsil/District Bannu"
"Jhelum, Punjab, Pakistan"
"Masjid, Karachi East"
"Dunyapur, District Lodhran"
Dunyapur? District Lodhran
Dunyapur? District Lodhran
"Duniapur, District Lodhran"
Tandlianwala? District Faisalabad
"Silanwali, District Sargodha"
"Singh, Tehsil/District Peshawar"
Jhang District Jhang
"Paplan, District Mianwali"
"Dipalpur, District Okara"
"Jhang, District Jhang"
Rahim Yar Khan
"Sargodha, District Sargodha"
"Paplan, District Mianwali"
Rahim Yar Khan
"Bahawalpur, District Bahawalpur"
"Dunyapur, District Lodhran"
District Mohmand Agency
"Khela, District Swat"
"Hunza, District Hunza"
"Ward 312, Umarkot"
"Duniapur, District Lodhran"
"Dunyapur, District Lodhran"
"Cantt, District Lahore"
"Jhang, District Jhang"
"Mohalla Attabad, Rajanpur"
"Rawalpindi, Punjab, Pakistan"
Tehsil/ District Jhang
House number 58?
"Mohalla Makkah Town,Vehari"
"Paplan, District Mianwali"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Salam Road, Quetta"
Jardanwala? District Faisalabad
"Nowshera, District Nowshera"
"Kalorkot, District Bhakkar"
"Paplan, District Mianwali"
Dunyapur? District Lodhran
"Jhang, District Jhang"
"Dunyapur, District Lodhran"
Rahim Yar Khan
Tehsil/ District Khushab
"Jahanian, District Khaniwal"
"Cantt, District Lahore"
"Silanwali, District Sargodha"
Rd?Tehsil Shujaabad?District Multan
Sargodha? District Sargodha
No. 9-16-B-1?Mohalla Township?Lahore
Dunyapur? District Lodhran
"Dunyapur, District Lodhran"
Alamgir? District Gujrat
Dhok Chauhdarian Rawalpindi
"Paplan, District Mianwali"
Sikandarabad Nagar?Zila Nagar
Tuana Park? Sargodha
Rahim Yar Khan
Rahim Yar Khan
"Piplan, District Mianwali"
Dunyapur? District Lodhran
"Havelis, District Abbottabad"
"City, District Faisalabad"
Mohalla Surajpura?Manchanabad?District Bahawalnagar
Dunyapur? District Lodhran
"Lalian, Chiniot District"
"Sargodha, District Sargodha"
"Block M, Lahore"
"Sargodha, District Sargodha"
"Sargodha, District Sargodha"
"Paplan, District Mianwali"
"Jhang, District Jhang"
Tehsil/ District Jhang
"Paplan, District Mianwali"
"Bhatian, District Hafizabad"
Rahim Yar Khan
Addu? District Muzaffargarh
Momin? District Sargodha
"City, District Faisalabad"
"Paplan, District Mianwali"
"Chanu, District Khanewal"
1–1/2?Korangi?District Karachi Korangi
"Yazman, District Bahawalpur"
"Paplan, District Mianwali"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Dunyapur, District Lodhran"
Jhang? District Jhang
"Dunyapur, District Lodhran"
"Sector F-8/4, Islamabad"
"Klarkot, District Bhakkar"
Rahim Yar Khan
Rahim Yar Khan
"Kalorkot, District Bhakkar"
"Yazman, District Bahawalpur"
"Arifwala, District Pakpattan"
"Kalorkot, District Bhakkar"
"Mohalla Sharifpura, Gujranwala"
Rahim Yar Khan
"Paplan, District Mianwali"
Rahim Yar Khan
"Noorpur, District Khushab"
"Paplan, District Mianwali"
Dera Ismail Khan
"Sargodha, District Sargodha"
"Dunyapur, District Lodhran"
Road?Mardan Cantt?Tehsil/District Mardan
"No. 2, Peshawar"
"Chishtian, District Bahawalnagar"
"B-1, Township, Lahore"
Dunyapur? District Lodhran
Dera Ghazi Khan
"Kalorkot, District Bhakkar"
"Marin, District Faisalabad"
"Jang, District Attock"
"Jhang, District Jhang"
"Paplan, District Mianwali"
"Mahalla Jabringer, Jhang"
"Dunyapur, District Lodhran"
"Bhawana, District Chiniot"
"Sahiwal, District Sargodha"
"Piplan, District Mianwali"
"Jhang, District Jhang"
"Jhang, District Jhang"
Rahim Yar Khan
"Jhang, District Jhang"
"City, District Faisalabad"
"Liaqat Hayat, Okara"
"Klarkot, District Bhakkar"
Sarafan Wala? Jhang
Jhang District Jhang
Sadar? District Faisalabad
"Piplan, District Mianwali"
Dunyapur? District Lodhran
"Sarandi, District Faisalabad"
Dunyapur? District Lodhran
Dunyapur? District Lodhran
Dunyapur? District Lodhran
Katling? District Mardan
"Dunyapur, District Lodhran"
"33-E, Karachi East"
Dera Ghazi Khan
"Sargodha, District Sargodha"
"Kanri, District Umarkot"
"Piplan, District Mianwali"
Chishtian? District Bahawalnagar
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Dipalpur, District Okara"
Shah District Sahiwal
"Dipalpur, District Okara"
"Dipalpur, District Okara"
"Marine, District Faisalabad"
Khayaban Sirsyed?Sector 3?Rawalpindi
"Pirwala, District Multan"
"Jhang, District Jhang"
Tehsil/ District Jhang
"Paplan, District Mianwali"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Jhang, District Jhang"
"Lalian, Chiniot District"
"Paplan, District Mianwali"
"D, Karachi West"
"Yazman, District Bahawalpur"
Addu? District Muzaffargarh
"Chinnu, District Khanewal"
"Dipalpur, District Okara"
Dawood Shah?District Kirk
"Mahmoodabad, Karachi South"
"Sialkot, District Sialkot"
"Sadar, District Faisalabad"
"City, Hyderabad District"
"Dastgir Colony, Jacobabad"
"City, District Faisalabad"
"Jhang, District Jhang"
Rahim Yar Khan
"Jhang, District Jhang"
"Hamza Street, Gujarat"
Basirpur?Known?Tehsil Dipalpur?District Okara
Rahim Yar Khan
"JB, Tehsil/Dist. Jhang"
"Bagh, District Swat"
"Dunyapur, District Lodhran"
"Cantt, District Lahore"
Khanewal District Khanewal
Dera Ghazi Khan
"Hunza, District Hunza"
"Sant Nagar, Lahore"
O District Sargodha
Tehsil/District Karachi East
"Klarkot, District Bhakkar"
"Marin, District Faisalabad"
"Daska, District Sialkot"
"Sargodha, District Sargodha"
"Jhang, District Jhang"
Sadar District Faisalabad
Tehsil/District Nankana Sahib
"Arifwala, District Pakpattan"
"Kalorkot, District Bhakkar"
Dunyapur? District Lodhran
"Charbagh, District Swat"
332?Upper Malikpura?Mohalla Abdullah?Abbottabad
"Housing Society, Lahore"
"Jhang, District Jhang"
"Karsaz, Karachi East"
Rahim Yar Khan
"Piplan, District Mianwali"
"Piplan, District Mianwali"
Rahim Yar Khan
"Jhang, District Jhang"
"Klarkot, District Bhakkar"
Rahim Yar Khan
"would cross, men"
"Naro, Tehsil/District Umarkot"
"Jhang, District Jhang"
"Paplan, District Mianwali"
"Paplan, District Mianwali"
Rahim Yar Khan
"Syal, District Jhang"
Dera Ghazi Khan
